"Area","MTU","Solar  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|ES","14.09.2020 23:00 - 15.09.2020 00:00 (CET/CEST)","17","0","5552"
"BZN|ES","15.09.2020 00:00 - 15.09.2020 01:00 (CET/CEST)","18","0","5641"
"BZN|ES","15.09.2020 01:00 - 15.09.2020 02:00 (CET/CEST)","18","0","5173"
"BZN|ES","15.09.2020 02:00 - 15.09.2020 03:00 (CET/CEST)","18","0","4826"
"BZN|ES","15.09.2020 03:00 - 15.09.2020 04:00 (CET/CEST)","19","0","3523"
"BZN|ES","15.09.2020 04:00 - 15.09.2020 05:00 (CET/CEST)","19","0","2705"
"BZN|ES","15.09.2020 05:00 - 15.09.2020 06:00 (CET/CEST)","18","0","2420"
"BZN|ES","15.09.2020 06:00 - 15.09.2020 07:00 (CET/CEST)","16","0","1968"
"BZN|ES","15.09.2020 07:00 - 15.09.2020 08:00 (CET/CEST)","16","0","1697"
"BZN|ES","15.09.2020 08:00 - 15.09.2020 09:00 (CET/CEST)","389","0","1855"
"BZN|ES","15.09.2020 09:00 - 15.09.2020 10:00 (CET/CEST)","2311","0","1641"
"BZN|ES","15.09.2020 10:00 - 15.09.2020 11:00 (CET/CEST)","4654","0","1517"
"BZN|ES","15.09.2020 11:00 - 15.09.2020 12:00 (CET/CEST)","6565","0","1682"
"BZN|ES","15.09.2020 12:00 - 15.09.2020 13:00 (CET/CEST)","7388","0","2142"
"BZN|ES","15.09.2020 13:00 - 15.09.2020 14:00 (CET/CEST)","7520","0","2416"
"BZN|ES","15.09.2020 14:00 - 15.09.2020 15:00 (CET/CEST)","7689","0","2685"
"BZN|ES","15.09.2020 15:00 - 15.09.2020 16:00 (CET/CEST)","7400","0","2725"
"BZN|ES","15.09.2020 16:00 - 15.09.2020 17:00 (CET/CEST)","7179","0","2558"
"BZN|ES","15.09.2020 17:00 - 15.09.2020 18:00 (CET/CEST)","6350","0","2460"
"BZN|ES","15.09.2020 18:00 - 15.09.2020 19:00 (CET/CEST)","4579","0","2285"
"BZN|ES","15.09.2020 19:00 - 15.09.2020 20:00 (CET/CEST)","2098","0","2199"
"BZN|ES","15.09.2020 20:00 - 15.09.2020 21:00 (CET/CEST)","677","0","1978"
"BZN|ES","15.09.2020 21:00 - 15.09.2020 22:00 (CET/CEST)","465","0","1928"
"BZN|ES","15.09.2020 22:00 - 15.09.2020 23:00 (CET/CEST)","357","0","1778"
"BZN|ES","15.09.2020 23:00 - 16.09.2020 00:00 (CET/CEST)","211","0","1531"
"BZN|ES","16.09.2020 00:00 - 16.09.2020 01:00 (CET/CEST)","98","0","1420"
"BZN|ES","16.09.2020 01:00 - 16.09.2020 02:00 (CET/CEST)","55","0","1513"
"BZN|ES","16.09.2020 02:00 - 16.09.2020 03:00 (CET/CEST)","54","0","1366"
"BZN|ES","16.09.2020 03:00 - 16.09.2020 04:00 (CET/CEST)","47","0","1146"
"BZN|ES","16.09.2020 04:00 - 16.09.2020 05:00 (CET/CEST)","39","0","959"
"BZN|ES","16.09.2020 05:00 - 16.09.2020 06:00 (CET/CEST)","39","0","801"
"BZN|ES","16.09.2020 06:00 - 16.09.2020 07:00 (CET/CEST)","36","0","837"
"BZN|ES","16.09.2020 07:00 - 16.09.2020 08:00 (CET/CEST)","37","0","946"
"BZN|ES","16.09.2020 08:00 - 16.09.2020 09:00 (CET/CEST)","553","0","934"
"BZN|ES","16.09.2020 09:00 - 16.09.2020 10:00 (CET/CEST)","2601","0","851"
"BZN|ES","16.09.2020 10:00 - 16.09.2020 11:00 (CET/CEST)","4898","0","743"
"BZN|ES","16.09.2020 11:00 - 16.09.2020 12:00 (CET/CEST)","6436","0","900"
"BZN|ES","16.09.2020 12:00 - 16.09.2020 13:00 (CET/CEST)","6804","0","1137"
"BZN|ES","16.09.2020 13:00 - 16.09.2020 14:00 (CET/CEST)","6481","0","1446"
"BZN|ES","16.09.2020 14:00 - 16.09.2020 15:00 (CET/CEST)","6276","0","1750"
"BZN|ES","16.09.2020 15:00 - 16.09.2020 16:00 (CET/CEST)","5399","0","1923"
"BZN|ES","16.09.2020 16:00 - 16.09.2020 17:00 (CET/CEST)","4177","0","2326"
"BZN|ES","16.09.2020 17:00 - 16.09.2020 18:00 (CET/CEST)","2855","0","2845"
"BZN|ES","16.09.2020 18:00 - 16.09.2020 19:00 (CET/CEST)","1455","0","3183"
"BZN|ES","16.09.2020 19:00 - 16.09.2020 20:00 (CET/CEST)","376","0","3344"
"BZN|ES","16.09.2020 20:00 - 16.09.2020 21:00 (CET/CEST)","43","0","3570"
"BZN|ES","16.09.2020 21:00 - 16.09.2020 22:00 (CET/CEST)","24","0","4306"
"BZN|ES","16.09.2020 22:00 - 16.09.2020 23:00 (CET/CEST)","24","0","4747"
"BZN|ES","16.09.2020 23:00 - 17.09.2020 00:00 (CET/CEST)","21","0","5062"
"BZN|ES","17.09.2020 00:00 - 17.09.2020 01:00 (CET/CEST)","15","0","5285"
"BZN|ES","17.09.2020 01:00 - 17.09.2020 02:00 (CET/CEST)","16","0","5319"
"BZN|ES","17.09.2020 02:00 - 17.09.2020 03:00 (CET/CEST)","15","0","5172"
"BZN|ES","17.09.2020 03:00 - 17.09.2020 04:00 (CET/CEST)","16","0","4187"
"BZN|ES","17.09.2020 04:00 - 17.09.2020 05:00 (CET/CEST)","16","0","3714"
"BZN|ES","17.09.2020 05:00 - 17.09.2020 06:00 (CET/CEST)","15","0","3948"
"BZN|ES","17.09.2020 06:00 - 17.09.2020 07:00 (CET/CEST)","14","0","4395"
"BZN|ES","17.09.2020 07:00 - 17.09.2020 08:00 (CET/CEST)","14","0","4690"
"BZN|ES","17.09.2020 08:00 - 17.09.2020 09:00 (CET/CEST)","157","0","4533"
"BZN|ES","17.09.2020 09:00 - 17.09.2020 10:00 (CET/CEST)","868","0","4239"
"BZN|ES","17.09.2020 10:00 - 17.09.2020 11:00 (CET/CEST)","1585","0","4001"
"BZN|ES","17.09.2020 11:00 - 17.09.2020 12:00 (CET/CEST)","2313","0","4215"
"BZN|ES","17.09.2020 12:00 - 17.09.2020 13:00 (CET/CEST)","3200","0","4943"
"BZN|ES","17.09.2020 13:00 - 17.09.2020 14:00 (CET/CEST)","3660","0","5226"
"BZN|ES","17.09.2020 14:00 - 17.09.2020 15:00 (CET/CEST)","4179","0","5727"
"BZN|ES","17.09.2020 15:00 - 17.09.2020 16:00 (CET/CEST)","4180","0","5978"
"BZN|ES","17.09.2020 16:00 - 17.09.2020 17:00 (CET/CEST)","3485","0","6236"
"BZN|ES","17.09.2020 17:00 - 17.09.2020 18:00 (CET/CEST)","2333","0","6772"
"BZN|ES","17.09.2020 18:00 - 17.09.2020 19:00 (CET/CEST)","1306","0","6847"
"BZN|ES","17.09.2020 19:00 - 17.09.2020 20:00 (CET/CEST)","350","0","6847"
"BZN|ES","17.09.2020 20:00 - 17.09.2020 21:00 (CET/CEST)","27","0","6806"
"BZN|ES","17.09.2020 21:00 - 17.09.2020 22:00 (CET/CEST)","14","0","6477"
"BZN|ES","17.09.2020 22:00 - 17.09.2020 23:00 (CET/CEST)","13","0","6551"
"BZN|ES","17.09.2020 23:00 - 18.09.2020 00:00 (CET/CEST)","14","0","7652"
"BZN|ES","18.09.2020 00:00 - 18.09.2020 01:00 (CET/CEST)","14","0","7844"
"BZN|ES","18.09.2020 01:00 - 18.09.2020 02:00 (CET/CEST)","14","0","8155"
"BZN|ES","18.09.2020 02:00 - 18.09.2020 03:00 (CET/CEST)","14","0","7247"
"BZN|ES","18.09.2020 03:00 - 18.09.2020 04:00 (CET/CEST)","14","0","7044"
"BZN|ES","18.09.2020 04:00 - 18.09.2020 05:00 (CET/CEST)","14","0","7504"
"BZN|ES","18.09.2020 05:00 - 18.09.2020 06:00 (CET/CEST)","14","0","8236"
"BZN|ES","18.09.2020 06:00 - 18.09.2020 07:00 (CET/CEST)","14","0","8026"
"BZN|ES","18.09.2020 07:00 - 18.09.2020 08:00 (CET/CEST)","13","0","7567"
"BZN|ES","18.09.2020 08:00 - 18.09.2020 09:00 (CET/CEST)","108","0","7271"
"BZN|ES","18.09.2020 09:00 - 18.09.2020 10:00 (CET/CEST)","813","0","6957"
"BZN|ES","18.09.2020 10:00 - 18.09.2020 11:00 (CET/CEST)","1824","0","7015"
"BZN|ES","18.09.2020 11:00 - 18.09.2020 12:00 (CET/CEST)","2264","0","7827"
"BZN|ES","18.09.2020 12:00 - 18.09.2020 13:00 (CET/CEST)","2650","0","8500"
"BZN|ES","18.09.2020 13:00 - 18.09.2020 14:00 (CET/CEST)","2908","0","8796"
"BZN|ES","18.09.2020 14:00 - 18.09.2020 15:00 (CET/CEST)","2876","0","9278"
"BZN|ES","18.09.2020 15:00 - 18.09.2020 16:00 (CET/CEST)","3390","0","8261"
"BZN|ES","18.09.2020 16:00 - 18.09.2020 17:00 (CET/CEST)","3335","0","6996"
"BZN|ES","18.09.2020 17:00 - 18.09.2020 18:00 (CET/CEST)","2658","0","6278"
"BZN|ES","18.09.2020 18:00 - 18.09.2020 19:00 (CET/CEST)","1765","0","6792"
"BZN|ES","18.09.2020 19:00 - 18.09.2020 20:00 (CET/CEST)","591","0","7012"
"BZN|ES","18.09.2020 20:00 - 18.09.2020 21:00 (CET/CEST)","88","0","6115"
"BZN|ES","18.09.2020 21:00 - 18.09.2020 22:00 (CET/CEST)","83","0","5544"
"BZN|ES","18.09.2020 22:00 - 18.09.2020 23:00 (CET/CEST)","28","0","5331"
"BZN|ES","18.09.2020 23:00 - 19.09.2020 00:00 (CET/CEST)","14","0","4922"
"BZN|ES","19.09.2020 00:00 - 19.09.2020 01:00 (CET/CEST)","14","0","4846"
"BZN|ES","19.09.2020 01:00 - 19.09.2020 02:00 (CET/CEST)","14","0","5032"
"BZN|ES","19.09.2020 02:00 - 19.09.2020 03:00 (CET/CEST)","14","0","5308"
"BZN|ES","19.09.2020 03:00 - 19.09.2020 04:00 (CET/CEST)","14","0","5669"
"BZN|ES","19.09.2020 04:00 - 19.09.2020 05:00 (CET/CEST)","14","0","5429"
"BZN|ES","19.09.2020 05:00 - 19.09.2020 06:00 (CET/CEST)","12","0","5310"
"BZN|ES","19.09.2020 06:00 - 19.09.2020 07:00 (CET/CEST)","15","0","5432"
"BZN|ES","19.09.2020 07:00 - 19.09.2020 08:00 (CET/CEST)","14","0","5849"
"BZN|ES","19.09.2020 08:00 - 19.09.2020 09:00 (CET/CEST)","377","0","5876"
"BZN|ES","19.09.2020 09:00 - 19.09.2020 10:00 (CET/CEST)","2053","0","5933"
"BZN|ES","19.09.2020 10:00 - 19.09.2020 11:00 (CET/CEST)","3576","0","6237"
"BZN|ES","19.09.2020 11:00 - 19.09.2020 12:00 (CET/CEST)","4502","0","6573"
"BZN|ES","19.09.2020 12:00 - 19.09.2020 13:00 (CET/CEST)","5120","0","6706"
"BZN|ES","19.09.2020 13:00 - 19.09.2020 14:00 (CET/CEST)","5575","0","7235"
"BZN|ES","19.09.2020 14:00 - 19.09.2020 15:00 (CET/CEST)","5911","0","7798"
"BZN|ES","19.09.2020 15:00 - 19.09.2020 16:00 (CET/CEST)","5755","0","8139"
"BZN|ES","19.09.2020 16:00 - 19.09.2020 17:00 (CET/CEST)","4988","0","7983"
"BZN|ES","19.09.2020 17:00 - 19.09.2020 18:00 (CET/CEST)","4366","0","7450"
"BZN|ES","19.09.2020 18:00 - 19.09.2020 19:00 (CET/CEST)","3034","0","6811"
"BZN|ES","19.09.2020 19:00 - 19.09.2020 20:00 (CET/CEST)","1370","0","5594"
"BZN|ES","19.09.2020 20:00 - 19.09.2020 21:00 (CET/CEST)","382","0","4699"
"BZN|ES","19.09.2020 21:00 - 19.09.2020 22:00 (CET/CEST)","211","0","4557"
"BZN|ES","19.09.2020 22:00 - 19.09.2020 23:00 (CET/CEST)","171","0","4510"
"BZN|ES","19.09.2020 23:00 - 20.09.2020 00:00 (CET/CEST)","123","0","4329"
"BZN|ES","20.09.2020 00:00 - 20.09.2020 01:00 (CET/CEST)","68","0","4156"
"BZN|ES","20.09.2020 01:00 - 20.09.2020 02:00 (CET/CEST)","44","0","4163"
"BZN|ES","20.09.2020 02:00 - 20.09.2020 03:00 (CET/CEST)","44","0","4103"
"BZN|ES","20.09.2020 03:00 - 20.09.2020 04:00 (CET/CEST)","44","0","3983"
"BZN|ES","20.09.2020 04:00 - 20.09.2020 05:00 (CET/CEST)","42","0","3681"
"BZN|ES","20.09.2020 05:00 - 20.09.2020 06:00 (CET/CEST)","34","0","3365"
"BZN|ES","20.09.2020 06:00 - 20.09.2020 07:00 (CET/CEST)","34","0","3017"
"BZN|ES","20.09.2020 07:00 - 20.09.2020 08:00 (CET/CEST)","42","0","2731"
"BZN|ES","20.09.2020 08:00 - 20.09.2020 09:00 (CET/CEST)","450","0","2428"
"BZN|ES","20.09.2020 09:00 - 20.09.2020 10:00 (CET/CEST)","2071","0","2242"
"BZN|ES","20.09.2020 10:00 - 20.09.2020 11:00 (CET/CEST)","3689","0","2350"
"BZN|ES","20.09.2020 11:00 - 20.09.2020 12:00 (CET/CEST)","4969","0","2428"
"BZN|ES","20.09.2020 12:00 - 20.09.2020 13:00 (CET/CEST)","5651","0","2424"
"BZN|ES","20.09.2020 13:00 - 20.09.2020 14:00 (CET/CEST)","5889","0","2631"
"BZN|ES","20.09.2020 14:00 - 20.09.2020 15:00 (CET/CEST)","5976","0","2999"
"BZN|ES","20.09.2020 15:00 - 20.09.2020 16:00 (CET/CEST)","5978","0","2950"
"BZN|ES","20.09.2020 16:00 - 20.09.2020 17:00 (CET/CEST)","5632","0","3046"
"BZN|ES","20.09.2020 17:00 - 20.09.2020 18:00 (CET/CEST)","4736","0","2936"
"BZN|ES","20.09.2020 18:00 - 20.09.2020 19:00 (CET/CEST)","3515","0","2890"
"BZN|ES","20.09.2020 19:00 - 20.09.2020 20:00 (CET/CEST)","1320","0","2648"
"BZN|ES","20.09.2020 20:00 - 20.09.2020 21:00 (CET/CEST)","332","0","2591"
"BZN|ES","20.09.2020 21:00 - 20.09.2020 22:00 (CET/CEST)","122","0","2574"
"BZN|ES","20.09.2020 22:00 - 20.09.2020 23:00 (CET/CEST)","77","0","2297"
"BZN|ES","20.09.2020 23:00 - 21.09.2020 00:00 (CET/CEST)","19","0","2399"
"BZN|ES","21.09.2020 00:00 - 21.09.2020 01:00 (CET/CEST)","17","0","2361"
"BZN|ES","21.09.2020 01:00 - 21.09.2020 02:00 (CET/CEST)","17","0","2242"
"BZN|ES","21.09.2020 02:00 - 21.09.2020 03:00 (CET/CEST)","16","0","2168"
"BZN|ES","21.09.2020 03:00 - 21.09.2020 04:00 (CET/CEST)","17","0","2079"
"BZN|ES","21.09.2020 04:00 - 21.09.2020 05:00 (CET/CEST)","17","0","1966"
"BZN|ES","21.09.2020 05:00 - 21.09.2020 06:00 (CET/CEST)","17","0","1791"
"BZN|ES","21.09.2020 06:00 - 21.09.2020 07:00 (CET/CEST)","17","0","1723"
"BZN|ES","21.09.2020 07:00 - 21.09.2020 08:00 (CET/CEST)","16","0","1654"
"BZN|ES","21.09.2020 08:00 - 21.09.2020 09:00 (CET/CEST)","248","0","1614"
"BZN|ES","21.09.2020 09:00 - 21.09.2020 10:00 (CET/CEST)","1560","0","1465"
"BZN|ES","21.09.2020 10:00 - 21.09.2020 11:00 (CET/CEST)","3157","0","1163"
"BZN|ES","21.09.2020 11:00 - 21.09.2020 12:00 (CET/CEST)","4859","0","1085"
"BZN|ES","21.09.2020 12:00 - 21.09.2020 13:00 (CET/CEST)","6398","0","1251"
"BZN|ES","21.09.2020 13:00 - 21.09.2020 14:00 (CET/CEST)","7100","0","1436"
"BZN|ES","21.09.2020 14:00 - 21.09.2020 15:00 (CET/CEST)","7541","0","1555"
"BZN|ES","21.09.2020 15:00 - 21.09.2020 16:00 (CET/CEST)","7755","0","1865"
"BZN|ES","21.09.2020 16:00 - 21.09.2020 17:00 (CET/CEST)","7500","0","2039"
"BZN|ES","21.09.2020 17:00 - 21.09.2020 18:00 (CET/CEST)","6732","0","2192"
"BZN|ES","21.09.2020 18:00 - 21.09.2020 19:00 (CET/CEST)","4837","0","2072"
"BZN|ES","21.09.2020 19:00 - 21.09.2020 20:00 (CET/CEST)","1947","0","1793"
"BZN|ES","21.09.2020 20:00 - 21.09.2020 21:00 (CET/CEST)","518","0","1789"
"BZN|ES","21.09.2020 21:00 - 21.09.2020 22:00 (CET/CEST)","356","0","1882"
"BZN|ES","21.09.2020 22:00 - 21.09.2020 23:00 (CET/CEST)","232","0","1716"
"BZN|ES","21.09.2020 23:00 - 22.09.2020 00:00 (CET/CEST)","131","0","1652"
"BZN|ES","22.09.2020 00:00 - 22.09.2020 01:00 (CET/CEST)","50","0","1631"
"BZN|ES","22.09.2020 01:00 - 22.09.2020 02:00 (CET/CEST)","28","0","1636"
"BZN|ES","22.09.2020 02:00 - 22.09.2020 03:00 (CET/CEST)","28","0","1540"
"BZN|ES","22.09.2020 03:00 - 22.09.2020 04:00 (CET/CEST)","28","0","1265"
"BZN|ES","22.09.2020 04:00 - 22.09.2020 05:00 (CET/CEST)","28","0","1056"
"BZN|ES","22.09.2020 05:00 - 22.09.2020 06:00 (CET/CEST)","28","0","954"
"BZN|ES","22.09.2020 06:00 - 22.09.2020 07:00 (CET/CEST)","27","0","971"
"BZN|ES","22.09.2020 07:00 - 22.09.2020 08:00 (CET/CEST)","27","0","859"
"BZN|ES","22.09.2020 08:00 - 22.09.2020 09:00 (CET/CEST)","411","0","774"
"BZN|ES","22.09.2020 09:00 - 22.09.2020 10:00 (CET/CEST)","2456","0","664"
"BZN|ES","22.09.2020 10:00 - 22.09.2020 11:00 (CET/CEST)","4623","0","464"
"BZN|ES","22.09.2020 11:00 - 22.09.2020 12:00 (CET/CEST)","6546","0","558"
"BZN|ES","22.09.2020 12:00 - 22.09.2020 13:00 (CET/CEST)","7471","0","796"
"BZN|ES","22.09.2020 13:00 - 22.09.2020 14:00 (CET/CEST)","8067","0","1120"
"BZN|ES","22.09.2020 14:00 - 22.09.2020 15:00 (CET/CEST)","7982","0","1566"
"BZN|ES","22.09.2020 15:00 - 22.09.2020 16:00 (CET/CEST)","7398","0","2028"
"BZN|ES","22.09.2020 16:00 - 22.09.2020 17:00 (CET/CEST)","6693","0","2410"
"BZN|ES","22.09.2020 17:00 - 22.09.2020 18:00 (CET/CEST)","5617","0","2795"
"BZN|ES","22.09.2020 18:00 - 22.09.2020 19:00 (CET/CEST)","3604","0","2831"
"BZN|ES","22.09.2020 19:00 - 22.09.2020 20:00 (CET/CEST)","1171","0","2825"
"BZN|ES","22.09.2020 20:00 - 22.09.2020 21:00 (CET/CEST)","290","0","2830"
"BZN|ES","22.09.2020 21:00 - 22.09.2020 22:00 (CET/CEST)","170","0","3102"
"BZN|ES","22.09.2020 22:00 - 22.09.2020 23:00 (CET/CEST)","97","0","3455"
"BZN|ES","22.09.2020 23:00 - 23.09.2020 00:00 (CET/CEST)","48","0","3822"
"BZN|ES","23.09.2020 00:00 - 23.09.2020 01:00 (CET/CEST)","25","0","4311"
"BZN|ES","23.09.2020 01:00 - 23.09.2020 02:00 (CET/CEST)","24","0","4491"
"BZN|ES","23.09.2020 02:00 - 23.09.2020 03:00 (CET/CEST)","25","0","4417"
"BZN|ES","23.09.2020 03:00 - 23.09.2020 04:00 (CET/CEST)","24","0","4307"
"BZN|ES","23.09.2020 04:00 - 23.09.2020 05:00 (CET/CEST)","24","0","4355"
"BZN|ES","23.09.2020 05:00 - 23.09.2020 06:00 (CET/CEST)","24","0","4388"
"BZN|ES","23.09.2020 06:00 - 23.09.2020 07:00 (CET/CEST)","24","0","4036"
"BZN|ES","23.09.2020 07:00 - 23.09.2020 08:00 (CET/CEST)","24","0","3822"
"BZN|ES","23.09.2020 08:00 - 23.09.2020 09:00 (CET/CEST)","247","0","3429"
"BZN|ES","23.09.2020 09:00 - 23.09.2020 10:00 (CET/CEST)","1481","0","3377"
"BZN|ES","23.09.2020 10:00 - 23.09.2020 11:00 (CET/CEST)","3177","0","3497"
"BZN|ES","23.09.2020 11:00 - 23.09.2020 12:00 (CET/CEST)","4569","0","3927"
"BZN|ES","23.09.2020 12:00 - 23.09.2020 13:00 (CET/CEST)","5580","0","5054"
"BZN|ES","23.09.2020 13:00 - 23.09.2020 14:00 (CET/CEST)","6065","0","5700"
"BZN|ES","23.09.2020 14:00 - 23.09.2020 15:00 (CET/CEST)","5676","0","6254"
"BZN|ES","23.09.2020 15:00 - 23.09.2020 16:00 (CET/CEST)","5497","0","7014"
"BZN|ES","23.09.2020 16:00 - 23.09.2020 17:00 (CET/CEST)","4569","0","7302"
"BZN|ES","23.09.2020 17:00 - 23.09.2020 18:00 (CET/CEST)","4053","0","7071"
"BZN|ES","23.09.2020 18:00 - 23.09.2020 19:00 (CET/CEST)","2959","0","6447"
"BZN|ES","23.09.2020 19:00 - 23.09.2020 20:00 (CET/CEST)","1047","0","5087"
"BZN|ES","23.09.2020 20:00 - 23.09.2020 21:00 (CET/CEST)","236","0","4356"
"BZN|ES","23.09.2020 21:00 - 23.09.2020 22:00 (CET/CEST)","117","0","4516"
"BZN|ES","23.09.2020 22:00 - 23.09.2020 23:00 (CET/CEST)","97","0","4836"
"BZN|ES","23.09.2020 23:00 - 24.09.2020 00:00 (CET/CEST)","67","0","4773"
"BZN|ES","24.09.2020 00:00 - 24.09.2020 01:00 (CET/CEST)","45","0","4815"
"BZN|ES","24.09.2020 01:00 - 24.09.2020 02:00 (CET/CEST)","45","0","4919"
"BZN|ES","24.09.2020 02:00 - 24.09.2020 03:00 (CET/CEST)","37","0","5002"
"BZN|ES","24.09.2020 03:00 - 24.09.2020 04:00 (CET/CEST)","28","0","5190"
"BZN|ES","24.09.2020 04:00 - 24.09.2020 05:00 (CET/CEST)","28","0","5453"
"BZN|ES","24.09.2020 05:00 - 24.09.2020 06:00 (CET/CEST)","27","0","5507"
"BZN|ES","24.09.2020 06:00 - 24.09.2020 07:00 (CET/CEST)","28","0","5544"
"BZN|ES","24.09.2020 07:00 - 24.09.2020 08:00 (CET/CEST)","28","0","5452"
"BZN|ES","24.09.2020 08:00 - 24.09.2020 09:00 (CET/CEST)","239","0","5350"
"BZN|ES","24.09.2020 09:00 - 24.09.2020 10:00 (CET/CEST)","1084","0","5340"
"BZN|ES","24.09.2020 10:00 - 24.09.2020 11:00 (CET/CEST)","2254","0","6017"
"BZN|ES","24.09.2020 11:00 - 24.09.2020 12:00 (CET/CEST)","3090","0","7305"
"BZN|ES","24.09.2020 12:00 - 24.09.2020 13:00 (CET/CEST)","3638","0","9196"
"BZN|ES","24.09.2020 13:00 - 24.09.2020 14:00 (CET/CEST)","4086","0","11508"
"BZN|ES","24.09.2020 14:00 - 24.09.2020 15:00 (CET/CEST)","4122","0","12946"
"BZN|ES","24.09.2020 15:00 - 24.09.2020 16:00 (CET/CEST)","4165","0","14127"
"BZN|ES","24.09.2020 16:00 - 24.09.2020 17:00 (CET/CEST)","3828","0","14736"
"BZN|ES","24.09.2020 17:00 - 24.09.2020 18:00 (CET/CEST)","2939","0","14852"
"BZN|ES","24.09.2020 18:00 - 24.09.2020 19:00 (CET/CEST)","1833","0","14268"
"BZN|ES","24.09.2020 19:00 - 24.09.2020 20:00 (CET/CEST)","538","0","13642"
"BZN|ES","24.09.2020 20:00 - 24.09.2020 21:00 (CET/CEST)","48","0","12981"
"BZN|ES","24.09.2020 21:00 - 24.09.2020 22:00 (CET/CEST)","18","0","12792"
"BZN|ES","24.09.2020 22:00 - 24.09.2020 23:00 (CET/CEST)","16","0","13055"
"BZN|ES","24.09.2020 23:00 - 25.09.2020 00:00 (CET/CEST)","18","0","13546"
"BZN|ES","25.09.2020 00:00 - 25.09.2020 01:00 (CET/CEST)","18","0","13917"
"BZN|ES","25.09.2020 01:00 - 25.09.2020 02:00 (CET/CEST)","18","0","13913"
"BZN|ES","25.09.2020 02:00 - 25.09.2020 03:00 (CET/CEST)","18","0","13786"
"BZN|ES","25.09.2020 03:00 - 25.09.2020 04:00 (CET/CEST)","18","0","13686"
"BZN|ES","25.09.2020 04:00 - 25.09.2020 05:00 (CET/CEST)","18","0","13499"
"BZN|ES","25.09.2020 05:00 - 25.09.2020 06:00 (CET/CEST)","19","0","13766"
"BZN|ES","25.09.2020 06:00 - 25.09.2020 07:00 (CET/CEST)","19","0","13784"
"BZN|ES","25.09.2020 07:00 - 25.09.2020 08:00 (CET/CEST)","19","0","13665"
"BZN|ES","25.09.2020 08:00 - 25.09.2020 09:00 (CET/CEST)","358","0","13556"
"BZN|ES","25.09.2020 09:00 - 25.09.2020 10:00 (CET/CEST)","2345","0","13575"
"BZN|ES","25.09.2020 10:00 - 25.09.2020 11:00 (CET/CEST)","4607","0","13706"
"BZN|ES","25.09.2020 11:00 - 25.09.2020 12:00 (CET/CEST)","6557","0","13938"
"BZN|ES","25.09.2020 12:00 - 25.09.2020 13:00 (CET/CEST)","7632","0","13884"
"BZN|ES","25.09.2020 13:00 - 25.09.2020 14:00 (CET/CEST)","8047","0","13851"
"BZN|ES","25.09.2020 14:00 - 25.09.2020 15:00 (CET/CEST)","8228","0","14034"
"BZN|ES","25.09.2020 15:00 - 25.09.2020 16:00 (CET/CEST)","8239","0","13968"
"BZN|ES","25.09.2020 16:00 - 25.09.2020 17:00 (CET/CEST)","7815","0","13991"
"BZN|ES","25.09.2020 17:00 - 25.09.2020 18:00 (CET/CEST)","6870","0","13997"
"BZN|ES","25.09.2020 18:00 - 25.09.2020 19:00 (CET/CEST)","4831","0","13723"
"BZN|ES","25.09.2020 19:00 - 25.09.2020 20:00 (CET/CEST)","1921","0","12763"
"BZN|ES","25.09.2020 20:00 - 25.09.2020 21:00 (CET/CEST)","644","0","11276"
"BZN|ES","25.09.2020 21:00 - 25.09.2020 22:00 (CET/CEST)","520","0","10460"
"BZN|ES","25.09.2020 22:00 - 25.09.2020 23:00 (CET/CEST)","408","0","10138"
"BZN|ES","25.09.2020 23:00 - 26.09.2020 00:00 (CET/CEST)","280","0","9320"
"BZN|ES","26.09.2020 00:00 - 26.09.2020 01:00 (CET/CEST)","196","0","9414"
"BZN|ES","26.09.2020 01:00 - 26.09.2020 02:00 (CET/CEST)","128","0","9389"
"BZN|ES","26.09.2020 02:00 - 26.09.2020 03:00 (CET/CEST)","42","0","9593"
"BZN|ES","26.09.2020 03:00 - 26.09.2020 04:00 (CET/CEST)","29","0","9414"
"BZN|ES","26.09.2020 04:00 - 26.09.2020 05:00 (CET/CEST)","29","0","9473"
"BZN|ES","26.09.2020 05:00 - 26.09.2020 06:00 (CET/CEST)","30","0","9850"
"BZN|ES","26.09.2020 06:00 - 26.09.2020 07:00 (CET/CEST)","28","0","9981"
"BZN|ES","26.09.2020 07:00 - 26.09.2020 08:00 (CET/CEST)","28","0","9819"
"BZN|ES","26.09.2020 08:00 - 26.09.2020 09:00 (CET/CEST)","430","0","9534"
"BZN|ES","26.09.2020 09:00 - 26.09.2020 10:00 (CET/CEST)","2799","0","9354"
"BZN|ES","26.09.2020 10:00 - 26.09.2020 11:00 (CET/CEST)","6068","0","10043"
"BZN|ES","26.09.2020 11:00 - 26.09.2020 12:00 (CET/CEST)","7847","0","10393"
"BZN|ES","26.09.2020 12:00 - 26.09.2020 13:00 (CET/CEST)","8431","0","10715"
"BZN|ES","26.09.2020 13:00 - 26.09.2020 14:00 (CET/CEST)","8612","0","10783"
"BZN|ES","26.09.2020 14:00 - 26.09.2020 15:00 (CET/CEST)","8374","0","11080"
"BZN|ES","26.09.2020 15:00 - 26.09.2020 16:00 (CET/CEST)","8168","0","11016"
"BZN|ES","26.09.2020 16:00 - 26.09.2020 17:00 (CET/CEST)","7364","0","11623"
